#,"ML #",St,"Current Price","List Price","Sale Price",Address,"Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total",Type,"Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info",City,"City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date",DOM,"Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
1501,B479845,S,"$175,000","$169,950","$175,000","809 Martin DR",14052,,5,2.1,"2,516",RES,"$94,100",Full,Deck,"Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Den/Study, Family Room, Great Room, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office, Porch - Open",,"Crawl Space",,NEW,Aurora,"$1,639",09/25/2015,09/28/2015,,07/27/2015,18,Blacktop,,"Ceramic-Some, Laminate-Some, Linoleum/Vinyl",Attached,Gas,,07/09/2015,"Exclusive Right To Sell",291,80,"Neighborhood Street, Wooded Lot",42.770743,-78.601213,1,range_interpolation,809,"Martin Dr","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B465028,S,"$173,000","$179,900","$173,000","132 Beech RD",14052,,3,2.1,"1,884",RES,"$68,900","Finished, Full","Deck, Garage Door Opener, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Basement / Rec Room, Bonus Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open, Workshop",Shed,"Full, Unfinished",,NEW,Aurora,"$1,188",02/27/2015,03/03/2015,,12/08/2014,21,"Blacktop, Turnaround",,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,Gas,,11/17/2014,"Exclusive Right To Sell",175,70,"Other - See Remarks",42.757918,-78.627387,1,range_interpolation,132,"Beech Rd","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B478777,S,"$173,000","$174,900","$173,000","96 Fairlawn DR",14052,14052,3,2.0,"1,344",RES,"$66,000","Exterior Walkout, Full","Cable TV Available, Garage Door Opener, Patio, Storage, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some","1st Floor Bedroom, Laundry-Basement, Living Room",Shed,"Crawl Space",,NEW,Aurora,"$2,433",09/22/2015,10/06/2015,,07/02/2015,6,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some, Wood-Some",Attached,Gas,,06/26/2015,"Exclusive Right To Sell",200,100,"Corner Lot",42.758903,-78.62593,1,range_interpolation,96,"Fairlawn Dr","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B465499,S,"$160,000","$164,900","$160,000","261 Parkdale AVE",14052,14052,3,1.2,"1,459",RES,"$60,800","Finished, Partially Finished","Awning, Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door","Laundry-1st Floor, Living Room, Porch - Screened",,"Full, Stair Access",,NEW,Aurora,"$1,058",01/30/2015,02/11/2015,,12/12/2014,7,Concrete,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,12/05/2014,"Exclusive Right To Sell",200,50,"Near Bus Line, Neighborhood Street",42.771016,-78.625248,1,range_interpolation,261,"Parkdale Ave","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B465036,S,"$145,000","$154,900","$145,000","156 Olean ST",14052,14052,4,2.0,"1,826",RES,"$57,300","Exterior Walkout, Full","Cable TV Available, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open",,"Full, Partially Finished, Stair Access",,NEW,Aurora,$992,01/30/2015,02/11/2015,,11/28/2014,4,"Concrete, Stone/Gravel",,"Ceramic-Some, Hardwood-Some, Linoleum/Vinyl","No Garage","Electric, Gas",,11/24/2014,"Exclusive Right To Sell",422,59,"Green Area, Home Office Zoning, Neighborhood Street, Primary Road, Wooded Lot",42.763544,-78.607808,1,range_interpolation,156,"Olean St","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B480603,S,"$120,000","$124,900","$120,000","46 Church ST",14052,14052,2,1.0,936,RES,"$44,500",Full,"Cable TV Available, Patio, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Laundry-Basement, Living Room, Porch - Screened",,"Crawl Space",,NEW,Aurora,$774,09/28/2015,09/29/2015,,07/28/2015,11,Blacktop,,"Linoleum/Vinyl, Wood-Some",Detached,Gas,,07/17/2015,"Exclusive Right To Sell",70,97,"Corner Lot",42.769143,-78.609481,1,range_interpolation,46,"Church St","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B483044,S,"$118,450","$124,900","$118,450","776 Warren DR",14052,,3,1.1,"1,040",RES,"$63,600","Full, Partially Finished","Partially Fenced Yard","Other - See Remarks","Porch - Open",,None,,NEW,Aurora,"$1,100",11/13/2015,11/13/2015,,08/28/2015,11,Concrete,,"Linoleum/Vinyl, Wood-Some",Detached,Gas,,08/17/2015,"Exclusive Right To Sell",198,65,"Neighborhood Street",42.771665,-78.603433,1,range_interpolation,776,"Warren Dr","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B465179,S,"$115,000","$119,900","$115,000","292 Prospect AVE",14052,14139,3,1.0,"1,000",RES,"$41,100",Partial,"Other - See Remarks","Circuit Breakers - Some, Copper Plumbing - Some","Great Room",,Partial,,NEW,Aurora,$715,03/25/2015,03/26/2015,,12/26/2014,29,Stone/Gravel,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,11/27/2014,"Exclusive Right To Sell",260,30,"Other - See Remarks",42.764468,-78.624218,1,range_interpolation,292,"Prospect Ave","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B469612,S,"$115,000","$109,900","$115,000","170 Walnut ST",14052,14052,4,1.0,"1,516",RES,"$49,300",Partial,,"Circuit Breakers - Some","Den/Study, Living Room",Shed,Full,,NEW,Aurora,$865,04/23/2015,04/23/2015,,03/10/2015,1,"Shared, Stone/Gravel",,"Laminate-Some, Wall To Wall Carpet-Some",,Gas,,03/09/2015,"Exclusive Right To Sell",248,53,"Neighborhood Street",42.763396,-78.619954,1,range_interpolation,170,"Walnut St","East Aurora",NY,"Erie County",14052,"Erie County"
1501,B481094,S,"$140,000","$139,900","$140,000","7780 Sky Ranch RD",14729,14729,3,2.0,"1,568",RES,"$84,200","Exterior Walkout, Full","Deck, Private Yard - see Remarks, Satellite Dish","Circuit Breakers - Some, Sliding Glass Door","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Porch - Open",Shed,None,,NEW,"East Otto",$0,10/02/2015,10/22/2015,,08/06/2015,14,"Blacktop, Stone/Gravel",,"Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Propane,,07/23/2015,"Exclusive Right To Sell",393,290,"Private Road, Slope View",42.406907,-78.746962,1,range_interpolation,7780,"Sky Ranch Rd","East Otto",NY,"Cattaraugus County",14729,"Cattaraugus County"
1501,B481173,S,"$55,250","$55,000","$55,250","507 W Spruce ST",14445,,3,1.0,"1,160",RES,"$96,400",Full,"Cable TV Available","Ceiling Fan","Living Room, Porch - Enclosed",Shed,None,,NEW,"East Rochester",$0,08/31/2015,09/02/2015,,08/07/2015,14,Blacktop,,"Hardwood-Some, Wall To Wall Carpet-Some",,Oil,,07/24/2015,"Exclusive Right To Sell",120,40,"Neighborhood Street",43.113239,-77.498206,1,range_interpolation,507,"W Spruce St","East Rochester",NY,"Monroe County",14445,"Monroe County"
1501,B474725,S,"$345,000","$349,900","$345,000","4079 Eckhardt RD",14057,14057,5,2.1,"2,660",RES,"$171,500","Finished, Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office, Porch - Open, Possible Additional Bedroom, Workshop",Shed,"Pull Down Stairs",,NEW,Eden,$0,08/27/2015,08/27/2015,,05/31/2015,17,"Circular, Concrete",,"Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some, Wood-Some",Attached,Gas,,05/14/2015,"Exclusive Right To Sell",219,222,"Neighborhood Street, Water View, Wooded Lot",42.691379,-78.831281,1,range_interpolation,4079,"Eckhardt Rd",Eden,NY,"Erie County",14057,"Erie County"
1501,B474369,S,"$335,000","$349,900","$335,000","2222 Ferrier RD",14057,14057,3,2.0,"3,218",RES,"$155,400","Finished, Full","Cable TV Available, Electric Pet Fence, Garage Door Opener, Partially Fenced Yard, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open",Shed,"Pull Down Stairs",,NEW,Eden,$0,08/28/2015,09/09/2015,,05/29/2015,18,"Blacktop, Concrete",,"Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some",Attached,Gas,,05/11/2015,"Exclusive Right To Sell","1,591",445,"Agricultural District",42.680726,-78.940615,1,range_interpolation,2222,"Ferrier Rd",Eden,NY,"Erie County",14057,"Erie County"
1501,B470269,S,"$300,000","$299,900","$300,000","8415 Cobblestone CT",14057,14057,4,3.1,"2,628",RES,"$172,900","Finished, Full","Cable TV Available, Garage Door Opener, High Speed Internet, Partially Fenced Yard, Patio, Playset / Swingset, Pool-In Ground, Satellite Dish","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sliding Glass Door, Sump Pump, Two Story Foyer","Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Master Bedroom Bath",Shed,"Crawl Space, Scuttle Access",,NEW,Eden,$0,06/17/2015,06/24/2015,,04/06/2015,17,"Concrete, Parking Area",,"Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some",Attached,Gas,,03/20/2015,"Exclusive Right To Sell",198,180,"Corner Lot",42.658032,-78.878469,0.6,range_interpolation,8415,"Cobblestone Ct",Eden,NY,"Erie County",14057,"Erie County"
2001,B463162,S,"$269,900","$269,900","$269,900","2558 W Church ST",14057,14057,3,2.1,"1,900",RES,"$137,500",Full,"Cable TV Available, Garage Door Opener, Storage","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Sump Pump, Two Story Foyer","1st Floor Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open",,"Crawl Space",,NEW,Eden,$0,01/08/2015,01/13/2015,,10/23/2014,7,"Blacktop, Concrete",,"Ceramic-Some, Wall To Wall Carpet-Some",Attached,Gas,,10/16/2014,"Exclusive Right To Sell",597,461,"Agricultural District, Primary Road",42.656759,-78.907694,1,range_interpolation,2558,"W Church St",Eden,NY,"Erie County",14057,"Erie County"
2001,B469966,S,"$245,000","$249,900","$245,000","3166 Cherry LN",14057,14057,4,2.1,"2,200",RES,"$150,000","Partially Finished","Cable TV Available, Garage Door Opener, High Speed Internet, Patio, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Skylight, Sliding Glass Door, Sump Pump, Two Story Foyer","Bonus Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","Barn / Outbuilding, Shed","Crawl Space",,NEW,Eden,$0,07/02/2015,07/02/2015,,03/31/2015,17,Concrete,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,Gas,,03/14/2015,"Exclusive Right To Sell",150,138,"Wooded Lot",42.658678,-78.874726,1,range_interpolation,3166,"Cherry Ln",Eden,NY,"Erie County",14057,"Erie County"
2001,B471946,S,"$245,000","$254,900","$245,000","3371 E Church ST",14057,14057,3,2.1,"1,920",RES,"$165,700","Full, Partially Finished","Garage Door Opener, Patio, Satellite Dish, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Bonus Room, Laundry-1st Floor, Living Room, Porch - Open","Barn / Outbuilding, Shed","Crawl Space",,NEW,Eden,$0,06/02/2015,06/12/2015,,04/22/2015,8,"Blacktop, Circular, Concrete",,"Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wood-Some","2nd Garage, Detached",Gas,,04/14/2015,"Exclusive Right To Sell",5,592,"Agricultural District, Rural Road, Slope View",42.649039,-78.86333,1,range_interpolation,3371,"E Church St",Eden,NY,"Erie County",14057,"Erie County"
2001,B473719,S,"$235,000","$239,900","$235,000","4374 Mary DR",14057,14057,4,2.1,"2,549",RES,"$131,500",Full,"Barbecue, Cable TV Available, Electric Pet Fence, Garage Door Opener, Patio","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Freestanding/Window AC, Natural Woodwork - some, Sliding Glass Door, Sump Pump","Family Room, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Living Room, Loft, Master Bedroom Bath, Porch - Open, Workshop",,"Crawl Space",,NEW,Eden,$0,07/10/2015,07/17/2015,,05/08/2015,4,Concrete,,"Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some, Wood-Some",Attached,Gas,,05/04/2015,"Exclusive Right To Sell",215,100,"Agricultural District, Neighborhood Street",42.674195,-78.821232,1,range_interpolation,4374,"Mary Dr",Eden,NY,"Erie County",14057,"Erie County"
2001,B481345,S,"$230,000","$231,900","$230,000","3001 E Pleasant AVE",14057,14057,3,2.1,"2,090",RES,"$132,200",Full,"Cable TV Available, Deck, Garage Door Opener, High Speed Internet","Circuit Breakers - Some, Skylight, Sliding Glass Door, Sump Pump","Laundry-2nd Floor, Porch - Open, Possible Additional Bedroom",Shed,"Scuttle Access",,NEW,Eden,$0,10/14/2015,10/16/2015,,07/30/2015,3,Blacktop,,"Ceramic-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,"Gas, Wood",,07/27/2015,"Exclusive Right To Sell",256,112,"Neighborhood Street",42.657281,-78.88509,1,range_interpolation,3001,"E Pleasant Ave",Eden,NY,"Erie County",14057,"Erie County"
2001,B470107,S,"$210,000","$210,000","$210,000","3143 E Church ST",14057,14057,4,2.1,"2,343",RES,"$131,900",Full,"Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, Pool-In Ground, Private Yard - see Remarks, Storage","Attic Fan, Circuit Breakers - Some, Copper Plumbing - Some, Skylight, Sump Pump","1st Floor Master Bedroom, Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open",,"Full, Stair Access",,NEW,Eden,$0,07/03/2015,07/16/2015,,03/25/2015,8,"Blacktop, Parking Area",,"Ceramic-Some, Hardwood-Some, Linoleum/Vinyl","Carport, Detached",Gas,,03/17/2015,"Exclusive Right To Sell","1,000",200,"Agricultural District",42.652255,-78.87683,1,range_interpolation,3143,"E Church St",Eden,NY,"Erie County",14057,"Erie County"
2001,B459161,S,"$209,900","$209,900","$209,900","2022 Ferrier RD",14057,14057,3,1.0,"1,840",RES,"$139,200","Full, Partially Finished","Cable TV Available, Garage Door Opener, Patio, Storage","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-Basement",Shed,"Crawl Space, Pull Down Stairs",,NEW,Eden,$0,01/12/2015,01/12/2015,,09/09/2014,22,Blacktop,,"Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,08/18/2014,"Exclusive Right To Sell",243,"1,812","Agricultural District",42.67871,-78.942568,0.8,range_interpolation,2022,"Ferrier Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B465212,S,"$190,000","$199,995","$190,000","2557 W Church",14057,,3,2.0,"1,520",RES,"$106,600",Full,"Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Natural Woodwork - some, Skylight, Sliding Glass Door","1st Floor Master Bedroom, Laundry-1st Floor, Master Bedroom Bath, Porch - Open, Possible Additional Bedroom, Roughed In Bath",,"Crawl Space",,NEW,Eden,$0,03/12/2015,03/12/2015,,12/23/2014,22,Concrete,,"Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,Gas,,12/01/2014,"Exclusive Right To Sell",251,148,"Primary Road",42.656983,-78.908244,1,range_interpolation,2557,"W Church St",Eden,NY,"Erie County",14057,"Erie County"
2001,B470139,S,"$183,000","$185,000","$183,000","2305 Ferrier RD",14057,14057,3,1.0,"1,660",RES,"$109,100","Full, Partially Finished","Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","Great Room, Laundry-Basement, Porch - Open",,"Full, Pull Down Stairs",,NEW,Eden,$0,05/29/2015,06/09/2015,,03/25/2015,7,Stone/Gravel,,"Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some",Detached,Gas,,03/18/2015,"Exclusive Right To Sell","2,400",185,"Agricultural District, Primary Road",42.680431,-78.940299,1,range_interpolation,2305,"Ferrier Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B485416,S,"$181,000","$179,900","$181,000","8722 Violet PKWY",14057,14057,3,1.1,"2,378",RES,"$118,900",Full,"Deck, Garage Door Opener, Patio, Satellite Dish","Cedar Closets, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Skylight","1st Floor Master Bedroom, Bonus Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Possible Additional Bedroom",,"Crawl Space, Partial",,NEW,Eden,$0,11/18/2015,12/01/2015,,09/23/2015,2,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,"Gas, Wood",,09/21/2015,"Exclusive Right To Sell",175,160,"Corner Lot, Neighborhood Street",42.648305,-78.893974,1,range_interpolation,8722,"Violet Pkwy",Eden,NY,"Erie County",14057,"Erie County"
2001,B483214,S,"$175,000","$180,000","$175,000","8671 Hammond DR",14057,14057,3,1.0,"1,588",RES,"$103,000",Full,"Deck, Partially Fenced Yard, Patio, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Florida/Sun Room- Heated, Laundry-Basement, Porch - Enclosed",Shed,"Crawl Space, Scuttle Access",,NEW,Eden,$0,10/16/2015,10/20/2015,,08/25/2015,6,Blacktop,,"Hardwood-Some, Wall To Wall Carpet-Some",Attached,Gas,,08/19/2015,"Exclusive Right To Sell",393,100,"Primary Road",42.650394,-78.892611,1,range_interpolation,8671,"Hammond Dr",Eden,NY,"Erie County",14057,"Erie County"
2001,B477022,S,"$170,000","$179,900","$170,000","3651 Yochum RD",14057,14057,2,2.1,"1,779",RES,"$102,400","Exterior Walkout, Full","Deck, Patio","Ceiling Fan, Circuit Breakers - Some, Sliding Glass Door, Sump Pump, Water Softener - Owned","Basement / Rec Room, Laundry-2nd Floor",Shed,"Crawl Space",,NEW,Eden,$0,08/27/2015,08/27/2015,,06/07/2015,0,Stone/Gravel,,"Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Propane,,06/07/2015,"Exclusive Right To Sell",3,753,"Wooded Lot",42.619777,-78.851567,1,range_interpolation,3651,"Yochum Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B485008,S,"$169,900","$169,900","$169,900","2718 Oakland DR",14057,14057,3,1.1,"1,247",RES,"$102,200","Finished, Full","Deck, Patio, Pool-Above Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Laundry-Basement, Porch - Open",Shed,"Full, Scuttle Access",,NEW,Eden,$0,12/17/2015,12/17/2015,,09/12/2015,0,Concrete,,"Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,Gas,,09/12/2015,"Exclusive Right To Sell",188,108,"Wooded Lot",42.640819,-78.899726,1,range_interpolation,2718,"Oakland Dr",Eden,NY,"Erie County",14057,"Erie County"
2001,B479929,S,"$167,500","$169,900","$167,500","3009 Kulp RD",14057,14057,3,1.1,"1,440",RES,"$96,000",Full,"Cable TV Available, Garage Door Opener","Cathedral Ceiling, Ceiling Fan, Natural Woodwork - some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Bonus Room, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open, Workshop",,"Scuttle Access",,NEW,Eden,$0,09/09/2015,09/24/2015,,08/07/2015,28,Stone/Gravel,,"Ceramic-Some, Laminate-Some, Tile-Some",Attached,Gas,,07/10/2015,"Exclusive Right To Sell","1,341",115,"Agricultural District, Secondary Road, Wooded Lot",42.624762,-78.883558,1,range_interpolation,3009,"Kulp Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B469840,S,"$153,000","$148,000","$153,000","4134 Schintzius RD",14057,14001,4,2.1,"1,800",RES,"$126,100",Full,"Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Porch - Open",,"Crawl Space",,NEW,Eden,$0,06/19/2015,07/01/2015,,03/25/2015,12,Stone/Gravel,,"Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,03/13/2015,"Exclusive Right To Sell",406,142,"Agricultural District",42.653138,-78.83301,1,range_interpolation,4134,"Schintzius Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B483512,S,"$152,500","$149,900","$152,500","7139 Combs DR",14075,14075,3,1.1,"1,492",RES,"$90,000","Finished, Full","Cable TV Available, Garage Door Opener, Private Yard - see Remarks","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sump Pump","1st Floor Master Bedroom, Basement / Rec Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-1st Floor, Living Room",Shed,"Crawl Space, Scuttle Access",,NEW,Eden,$0,10/29/2015,11/03/2015,,08/25/2015,4,"Concrete, Double Wide",,"Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Attached,Gas,,08/21/2015,"Exclusive Right To Sell",299,128,"Neighborhood Street",42.691812,-78.854884,1,range_interpolation,7139,"Combs Dr",Hamburg,NY,"Erie County",14075,"Erie County"
2001,B478992,S,"$146,000","$149,900","$146,000","4338 Keller RD",14057,14057,4,1.0,"1,503",RES,"$84,000","Full, Partially Finished","Garage Door Opener, Satellite Dish","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-Basement, Living Room",,None,,NEW,Eden,$0,09/11/2015,09/24/2015,,07/05/2015,5,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,06/30/2015,"Exclusive Right To Sell",207,100,"Agricultural District",42.66392,-78.821011,1,range_interpolation,4338,"Keller Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B479476,S,"$145,220","$143,900","$145,220","2921 Schoolview RD",14057,14057,3,2.0,"1,386",RES,"$76,000",Full,"Deck, Fully Fenced Yard, Garage Door Opener, Hot Tub, Pool-Above Ground, Storage","Ceiling Fan, Circuit Breakers - Some, Indoor Pool, Sump Pump","1st Floor Bedroom, Laundry-Basement, Porch - Open",Shed,"Crawl Space",,NEW,Eden,$0,09/30/2015,10/08/2015,,07/17/2015,12,Concrete,,"Hardwood-Some, Laminate-Some, Linoleum/Vinyl",Attached,Gas,,07/05/2015,"Exclusive Right To Sell",198,75,"Agricultural District, Neighborhood Street",42.659808,-78.88904,1,range_interpolation,2921,"Schoolview Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B467129,S,"$145,000","$149,900","$145,000","9207 Sauer RD",14057,14057,2,2.1,"1,479",RES,"$85,000","Crawl Space","Electric Pet Fence, Garage Door Opener, High Speed Internet, Private Yard - see Remarks, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Water Softener - Owned","1st Floor Bedroom, Florida/Sun Room- Heated, Laundry-1st Floor, Living Room, Master Bedroom Bath",Shed,"Crawl Space",,NEW,Eden,$0,04/01/2015,04/15/2015,,01/27/2015,9,"Blacktop, Circular",,"Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Attached,Oil,,01/18/2015,"Exclusive Right To Sell",355,170,"Rural Road",42.635113,-78.857384,1,range_interpolation,9207,"Sauer Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B487456,S,"$142,000","$149,900","$142,000","3898 Schintzius RD",14057,14057,3,2.0,"1,100",RES,"$80,200",Full,"Cable TV Available, Garage Door Opener, High Speed Internet, Private Yard - see Remarks, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room",,None,,NEW,Eden,$0,12/30/2015,01/08/2016,,11/02/2015,14,"Concrete, Stone/Gravel",,"Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,10/19/2015,"Exclusive Right To Sell",440,125,"Agricultural District",42.652898,-78.845527,1,range_interpolation,3898,"Schintzius Rd",Eden,NY,"Erie County",14057,"Erie County"
2001,B479143,S,"$130,000","$135,000","$130,000","8510 N Main ST",14057,14057,3,1.0,"1,122",RES,"$68,000",Full,"Awning, Barbecue, Cable TV Available, Garage Door Opener, Other - See Remarks, Patio","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some","1st Floor Bedroom, 1st Floor Master Bedroom, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open, Workshop",Shed,"Full, Pull Down Stairs",,NEW,Eden,$0,08/25/2015,09/02/2015,,07/04/2015,4,Concrete,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,06/30/2015,"Exclusive Right To Sell",242,79,"Agricultural District, Primary Road",42.652601,-78.897014,1,range_interpolation,8510,"N Main St",Eden,NY,"Erie County",14057,"Erie County"
