"#","ML #","St","Current Price","List Price","Sale Price","Address","Numof Acres","Numof Stories","Numof Possible Bedrooms","Numof Garage Spaces","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Numof Rooms","Baths Half","Baths Full","Assessed Value","Age","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"1501","B474104","S","$430,000","$430,000","$430,000","5537 Oakfield LN","0.38","2","","2.5","14221","14221","4","3.1","2,714","9","1","3","$350,000","16","Finished, Full","Deck, Fully Fenced Yard, Garage Door Opener, Lawn Sprinkler System, Thermal Windows - Some","Atrium Door, Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Security System - Owned, Sump Pump, Two Story Foyer","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office","Shed","Crawl Space","","NEW","Clarence","$0","07/22/2015","08/12/2015","","05/10/2015","4","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/06/2015","Exclusive Right To Sell","165","146","Other - See Remarks"
"1501","B471873","S","$429,900","$439,900","$429,900","5562 Via Marina","0.46","2","","2.5","14221","14221","4","2.1","3,105","9","1","2","$332,000","25","Full","Fully Fenced Yard, Garage Door Opener, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Skylight, Sliding Glass Door, Sump Pump, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office, Porch - Open","","Crawl Space","","NEW","Clarence","$0","07/07/2015","07/20/2015","","04/18/2015","5","Blacktop, Parking Area","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/13/2015","Exclusive Right To Sell","209","78","Neighborhood Street, Wooded Lot"
"1501","B470410","S","$427,000","$439,900","$427,000","6350 Walnut Creek DR","0.34","2","","2.5","14051","14051","4","2.1","3,028","10","1","2","$340,900","28","Full, Partially Finished","Awning, Garage Door Opener, High Speed Internet, Lawn Sprinkler System, Partially Fenced Yard, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Skylight, Sump Pump, Two Story Foyer, Water Softener - Owned, Wet Bar","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space, Partially Finished, Scuttle Access","","NEW","Clarence","$0","07/06/2015","08/20/2015","","04/06/2015","14","Blacktop, Double Wide","","Ceramic-Some, Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","03/23/2015","Exclusive Right To Sell","150","100","Neighborhood Street, Wooded Lot"
"1501","B474738","S","$426,000","$434,900","$426,000","9119 Michael Douglas DR","0.50","2","","3.0","14032","14032","4","3.1","3,616","11","1","3","$400,000","13","Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, Lawn Sprinkler System, Patio, Pool-In Ground, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Indoor Pool, Security System - Owned, Sump Pump, Two Story Foyer","Den/Study, Family Room, Laundry-Basement, Living Room, Master Bedroom Bath, Morning Room, Porch - Open","","Crawl Space","","NEW","Clarence","$0","07/20/2015","08/12/2015","","05/18/2015","4","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/14/2015","Exclusive Right To Sell","150","147","Corner Lot, Wooded Lot"
"1501","B468090","S","$425,000","$424,900","$425,000","11180 Hiller RD","1.00","2","","2.5","14001","14001","5","2.1","3,100","11","1","2","$360,700","7","Finished, Full","Cable TV Available, Deck, Garage Door Opener, Patio, Playset / Swingset","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Leaded Glass - some, Pex Plumbing- Some, Security System - Owned, Sump Pump, Two Story Foyer, Whirlpool Tub","1st Floor Bedroom, Den/Study, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Office, Roughed In Bath","Shed","Crawl Space","","NEW","Clarence","$0","04/15/2015","05/04/2015","","02/15/2015","13","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/02/2015","Exclusive Right To Sell","350","150","Neighborhood Street, Water View"
"1501","B472013","S","$420,000","$439,900","$420,000","5271 Via Del Sole","0.36","2","","3.5","14221","14221","4","2.1","3,027","10","1","2","$366,000","11","Full","Garage Door Opener, Lawn Sprinkler System, Partially Fenced Yard, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump, Two Story Foyer","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room","","Crawl Space","","NEW","Clarence","$0","07/10/2015","07/27/2015","","04/19/2015","5","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/14/2015","Exclusive Right To Sell","160","100","Neighborhood Street"
"1501","B475701","S","$420,000","$429,900","$420,000","5836 Monaghan LN","0.38","2","","2.5","14032","14032","4","2.1","3,294","11","1","2","$385,000","4","Full","Cable TV Available, Electric Pet Fence, Garage Door Opener, High Speed Internet, Patio","Circuit Breakers - Some, Drapes - Some, Security System - Owned, Sump Pump, Two Story Foyer, Whirlpool Tub","Den/Study, Foyer/Entry Hall, Laundry-2nd Floor, Master Bedroom Bath, Morning Room, Office, Porch - Open","","Crawl Space","","NEW","Clarence","$0","07/23/2015","08/03/2015","","05/29/2015","3","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/26/2015","Exclusive Right To Sell","171","81","Wooded Lot"
"1501","B477899","S","$417,500","$429,900","$417,500","5160 Willowbrook DR W","0.56","2","","2.5","14031","14031","3","2.1","2,298","6","1","2","$320,000","5","Full","Awning, Cable TV Available, Garage Door Opener, High Speed Internet, Lawn Sprinkler System, Patio, Post -Type Gas Grill, Private Yard - see Remarks, Thermal Windows - Some","Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Security System - Owned, Sliding Glass Door, Sump Pump, Two Story Foyer","1st Floor Master Bedroom, Den/Study, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath","","Crawl Space","","NEW","Clarence","$0","10/15/2015","10/27/2015","","06/30/2015","13","Blacktop","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","06/17/2015","Exclusive Right To Sell","185","133","Neighborhood Street, Wooded Lot"
"1501","B471738","S","$410,000","$419,900","$410,000","10340 Bergtold RD","0.77","2","","2.5","14031","14031","4","2.1","3,213","14","1","2","$337,000","10","Full","Deck, Garage Door Opener, Pool-Above Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door","Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Clarence","$0","07/13/2015","07/20/2015","","04/13/2015","4","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/09/2015","Exclusive Right To Sell","333","110","Neighborhood Street, Wooded Lot"
"1501","B476279","S","$409,800","$414,800","$409,800","6409 Woodberry CT","0.29","2","","2.5","14051","","4","2.1","3,300","12","1","2","$320,000","30","Full, Partially Finished","Cable TV Available, High Speed Internet, Partially Fenced Yard, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Stained Glass - Some, Sump Pump, Water Softener - Owned, Wet Bar","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office, Porch - Open","","Scuttle Access","","NEW","Clarence","$0","08/18/2015","08/20/2015","","06/03/2015","2","Blacktop","","Other - See Remarks","Attached","Gas","","06/01/2015","Exclusive Right To Sell","140","88","Neighborhood Street, Wooded Lot"
"1501","B468147","S","$408,000","$409,900","$408,000","5321 Via Del Sole","0.36","2","","2.5","14221","07920","4","2.1","2,937","9","1","2","$352,000","16","Full","Fully Fenced Yard, Garage Door Opener, Lawn Sprinkler System, Patio","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Security System - Owned, Skylight, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open, Workshop","","Crawl Space","","NEW","Clarence","$0","04/13/2015","04/15/2015","","02/08/2015","3","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/05/2015","Exclusive Right To Sell","151","92","Neighborhood Street"
"1501","B485185","S","$408,000","$419,000","$408,000","5626 Woodruff DR","0.33","2","","2.5","14032","14032","4","2.1","3,000","9","1","2","$425,000","12","Full","Cable TV Available, Deck, Electric Pet Fence, Garage Door Opener, High Speed Internet, Patio, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump, Two Story Foyer","Den/Study, Family Room, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Library, Master Bedroom Bath, Morning Room","","Crawl Space","","NEW","Clarence","$0","11/20/2015","12/01/2015","","09/19/2015","3","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","09/16/2015","Exclusive Right To Sell","167","79","Cul De Sac, Neighborhood Street, Secondary Road"
"1501","B478097","S","$405,000","$399,900","$405,000","5791 Millstone CT","0.33","2","","2.5","14051","14051","4","2.1","3,294","12","1","2","$350,000","14","Partially Finished","Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, Pool-In Ground","Copper Plumbing - Some, Drapes - Some, Indoor Pool, Sliding Glass Door, Sump Pump, Two Story Foyer","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Master Bedroom Bath, Morning Room, Office, Porch - Open","","Scuttle Access","","NEW","Clarence","$0","11/09/2015","11/16/2015","","06/19/2015","0","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/19/2015","Exclusive Right To Sell","212","89","Cul De Sac, Neighborhood Street"
"1501","B470766","S","$401,200","$381,000","$401,200","9320 Kristina CIR","","0","","2.0","14032","","3","2.1","2,800","8","1","2","$0","0","Full","Other - See Remarks","Other - See Remarks","Other - See Remarks","","Crawl Space","","NEW","Clarence","$0","07/23/2015","07/23/2015","","04/01/2015","5","Other - See Remarks","","Other - See Remarks","Attached","Gas","","03/27/2015","Exclusive Right To Sell","0","0","Other - See Remarks"
"1501","B468838","S","$400,000","$399,900","$400,000","6361 Lakemont CT","0.32","2","","3.5","14051","14051","4","2.1","3,349","9","1","2","$380,000","22","Full","Cable TV Available, Deck, Garage Door Opener, High Speed Internet","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Skylight, Whirlpool Tub","Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Laundry-Basement, Office, Porch - Open","","Scuttle Access","","NEW","Clarence","$0","04/30/2015","05/01/2015","","03/09/2015","14","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/23/2015","Exclusive Right To Sell","152","133","Cul De Sac, Neighborhood Street"
"1501","B469712","S","$400,000","$399,900","$400,000","8645 Millcreek DR","0.35","2","","2.5","14051","14051","4","2.1","3,176","9","1","2","$415,000","15","Full","Deck, Patio, Pool-In Ground","Cathedral Ceiling, Circuit Breakers - Some, Security System - Owned, Two Story Foyer","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Office, Porch - Open","","Crawl Space","","NEW","Clarence","$0","06/11/2015","07/02/2015","","03/31/2015","20","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some","Attached","Gas","","03/11/2015","Exclusive Right To Sell","150","100","Cul De Sac, Neighborhood Street"
"1501","B477640","S","$400,000","$409,900","$400,000","9400 Pinyon CT","0.35","2","","3.5","14032","14032","4","2.1","3,053","9","1","2","$369,000","13","Full","Cable TV Available, Garage Door Opener, Patio, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open","Shed","Crawl Space, Scuttle Access","","NEW","Clarence","$0","08/14/2015","09/03/2015","","06/29/2015","14","Concrete, Parking Area","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/15/2015","Exclusive Right To Sell","155","100","Cul De Sac, Neighborhood Street"
"1501","B486902","S","$399,900","$399,900","$399,900","9261 Kristina","","0","","2.5","14031","14031","4","2.1","2,774","12","1","2","$30,000","0","Full","Cable TV Available, Garage Door Opener, Patio","Copper Plumbing - Some, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Clarence","$0","12/14/2015","12/14/2015","","10/06/2015","0","Concrete","","Ceramic-Some, Hardwood-Some","Attached","Gas","","10/06/2015","Exclusive Right To Sell","125","67","Deed Restriction"
"1501","B479065","S","$399,000","$425,000","$399,000","6157 Highgrove PARK","0.22","2","","2.0","14051","14051","4","2.1","3,225","9","1","2","$290,000","30","Finished, Full","Cable TV Available, Deck, Garage Door Opener, Private Yard - see Remarks, Thermal Windows - Some","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Two Story Foyer","1st Floor Master Bedroom, Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Loft, Master Bedroom Bath","","Crawl Space","","NEW","Clarence","$0","09/18/2015","01/08/2016","","07/10/2015","10","Blacktop","","Ceramic-Some, Hardwood-Some, Other - See Remarks, Wall To Wall Carpet-Some","Attached","Gas","","06/30/2015","Exclusive Right To Sell","140","70","Cul De Sac, Neighborhood Street, Wooded Lot"
"1501","B475871","S","$398,000","$399,900","$398,000","8560 Lakemont DR","0.69","2","","2.5","14051","14051","4","3.1","3,003","15","1","3","$330,000","21","Full, Partially Finished","Deck, Electric Pet Fence, Garage Door Opener","Cathedral Ceiling, Cedar Closets, Copper Plumbing - Some, Skylight, Sliding Glass Door, Sump Pump","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Laundry-2nd Floor, Laundry-Basement, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Clarence","$0","07/17/2015","11/09/2015","","06/12/2015","16","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some","Attached","Gas","","05/27/2015","Exclusive Right To Sell","234","98","Neighborhood Street"
"1501","B477997","S","$397,000","$405,900","$397,000","5571 Hidden Pines CT","0.44","2","","2.5","14221","14221","4","2.2","3,200","10","2","2","$325,000","25","Full","Cable TV Available, Deck, Fully Fenced Yard, High Speed Internet, Pool-In Ground, Private Yard - see Remarks, Storage, Thermal Windows - Some, Wood Screens/Storms-some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","Den/Study, Family Room, Laundry-1st Floor, Library","Shed","Crawl Space","","NEW","Clarence","$0","10/27/2015","10/29/2015","","06/24/2015","6","Blacktop","","Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/18/2015","Exclusive Right To Sell","198","99","Cul De Sac"
"1501","B466672","S","$394,900","$394,900","$394,900","5432 Marthas Vineyard","0.36","2","","2.5","14032","14032","4","2.1","2,712","9","1","2","$350,000","16","Full","Awning, Cable TV Available, Deck, Electric Pet Fence, Garage Door Opener, Lawn Sprinkler System, Patio, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Security System - Owned, Sliding Glass Door, Two Story Foyer, Water Softener - Owned","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Partial, Scuttle Access","","NEW","Clarence","$0","04/14/2015","04/17/2015","","01/26/2015","18","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","01/08/2015","Exclusive Right To Sell","151","117","Neighborhood Street"
"1501","B463955","S","$392,500","$409,500","$392,500","6380 Lakemont CT","0.50","2","","2.5","14051","14051","4","2.1","2,980","8","1","2","$340,000","23","Full","Deck, Other - See Remarks","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Den/Study, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Clarence","$0","01/22/2015","02/12/2015","","11/18/2014","18","Blacktop, Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","10/31/2014","Exclusive Right To Sell","299","111","Cul De Sac, Other - See Remarks, Water View"
"1501","B473955","S","$392,500","$399,900","$392,500","10930 Howe RD","1.92","2","","2.5","14031","14031","4","3.2","2,746","8","2","3","$345,000","11","Exterior Walkout, Finished, Full","Awning, Cable TV Available, Garage Door Opener, Patio, Pool-Above Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Indoor Pool, Natural Woodwork - some, Sliding Glass Door, Stained Glass - Some, Sump Pump, Two Story Foyer","1st Floor Bedroom, Basement / Rec Room, Den/Study, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Loft, Master Bedroom Bath","Shed","Crawl Space","","NEW","Clarence","$0","07/22/2015","08/07/2015","","05/08/2015","2","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/06/2015","Exclusive Right To Sell","840","100","Neighborhood Street"
"1501","B472654","S","$389,900","$389,900","$389,900","8400 County RD","10.00","3","","7.0","14051","14051","4","3.0","2,800","9","0","3","$320,000","39","Finished, Full","Balcony, Cable TV Available, Deck, Garage Door Opener, Patio, Pool-In Ground, Private Yard - see Remarks, Storage","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Bonus Room, Family Room, Foyer/Entry Hall, Guest Suite, In-Law - see Remarks, Laundry-1st Floor, Laundry-Basement, Living Room, Master Bedroom Bath, Workshop","Barn / Outbuilding","Finished, Full, Partially Finished","","NEW","Clarence","$0","08/10/2015","09/23/2015","","05/15/2015","25","Blacktop, Stone/Gravel","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","2nd Garage, Attached","Gas","","04/20/2015","Exclusive Right To Sell","0","185","Agricultural District, Horses Permitted, Primary Road"
"1501","B467522","S","$385,000","$379,000","$385,000","9632 Deerview LN","0.34","2","","2.0","14032","14032","4","2.1","2,700","9","1","2","$294,000","22","Finished, Full","Cable TV Available, Garage Door Opener, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Leaded Glass - some, Natural Woodwork - some, Sump Pump, Water Softener - Owned, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Laundry-1st Floor, Living Room","","Crawl Space","","NEW","Clarence","$0","03/31/2015","04/07/2015","","02/01/2015","7","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","01/25/2015","Exclusive Right To Sell","150","100","Cul De Sac"
"1501","B475030","S","$380,000","$389,900","$380,000","6338 Woodland DR","0.57","2","","2.0","14051","14051","4","2.1","3,577","10","1","2","$324,900","32","Finished, Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Hot Tub, Patio, Pool-In Ground, Private Yard - see Remarks","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Sump Pump, Two Story Foyer, Wet Bar, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","None","","NEW","Clarence","$0","08/13/2015","08/21/2015","","06/15/2015","28","Blacktop, Parking Area","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/18/2015","Exclusive Right To Sell","250","100","Neighborhood Street, Wooded Lot"
"1501","B472271","S","$379,900","$379,900","$379,900","6430 Bridlewood DR S","0.36","2","","2.5","14051","14051","4","2.1","2,877","11","1","2","$325,000","21","Finished, Full","Awning, Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Lawn Sprinkler System, Other - See Remarks, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Pex Plumbing- Some, Two Story Foyer","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Office, Porch - Open","","Crawl Space","","NEW","Clarence","$0","07/23/2015","08/12/2015","","04/20/2015","3","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/17/2015","Exclusive Right To Sell","145","110","Neighborhood Street"
"1501","B469565","S","$377,500","$395,000","$377,500","5851 Monaghan LN","0.29","2","","2.0","14032","","5","2.1","2,979","10","1","2","$368,000","3","Full","Garage Door Opener, Satellite Dish","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Bonus Room, Den/Study, Foyer/Entry Hall, Laundry-2nd Floor, Living Room, Morning Room, Office","","Crawl Space","","NEW","Clarence","$0","05/22/2015","05/22/2015","","03/27/2015","18","Blacktop","","Ceramic-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/09/2015","Exclusive Right To Sell","145","88","Neighborhood Street"
"1501","B471077","S","$373,000","$379,900","$373,000","8561 Lakemont DR","0.43","2","","2.0","14051","14051","3","2.1","2,864","8","1","2","$319,000","19","Full, Partially Finished","Cable TV Available, Electric Pet Fence, Garage Door Opener, Patio, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Sump Pump, Two Story Foyer","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Clarence","$0","07/08/2015","07/20/2015","","04/25/2015","24","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/01/2015","Exclusive Right To Sell","160","254","Neighborhood Street"
"1501","B471244","S","$370,000","$374,900","$370,000","9160 Via Cimato DR","0.37","2","","2.0","14032","14032","4","2.1","2,701","9","1","2","$335,000","5","Full","Cable TV Available, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Other - See Remarks, Sliding Glass Door, Sump Pump","Bonus Room, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Morning Room, Porch - Open","","Crawl Space","","NEW","Clarence","$0","06/23/2015","07/10/2015","","04/10/2015","7","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/03/2015","Exclusive Right To Sell","159","100","Wooded Lot"
"1501","B473036","S","$369,900","$369,900","$369,900","9507 Lantana DR","0.59","1","","3.0","14032","14032","3","2.0","2,406","7","0","2","$305,000","17","Full","Deck, Garage Door Opener, Lawn Sprinkler System","Ceiling Fan, Circuit Breakers - Some, Security System - Owned, Sliding Glass Door, Stained Glass - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Den/Study, Florida/Sun Room- Heated, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Morning Room","","Crawl Space","","NEW","Clarence","$0","06/22/2015","06/29/2015","","04/28/2015","2","Concrete, Parking Area","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/26/2015","Exclusive Right To Sell","262","66","Neighborhood Street"
"1501","B482536","S","$367,000","$374,900","$367,000","9424 Meriul LN","0.43","2","","2.5","14032","14032","4","2.1","2,497","9","1","2","$335,000","11","Full","Cable TV Available, Deck, Garage Door Opener, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Sump Pump, Whirlpool Tub","Bonus Room, Den/Study, Great Room, Laundry-2nd Floor, Master Bedroom Bath, Morning Room","","Partial, Unfinished","","NEW","Clarence","$0","10/30/2015","11/11/2015","","08/25/2015","14","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/11/2015","Exclusive Right To Sell","200","120","Neighborhood Street"
"1501","B475760","S","$365,000","$369,900","$365,000","9087 Michael Douglas DR","0.29","2","","2.5","14032","14032","4","2.1","3,080","10","1","2","$338,000","13","Full","Fully Fenced Yard, Patio, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room","Shed","Crawl Space","","NEW","Clarence","$0","09/30/2015","10/05/2015","","06/25/2015","30","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/26/2015","Exclusive Right To Sell","150","85","Neighborhood Street"
"1501","B478184","S","$365,000","$349,900","$365,000","9337 Pine Breeze","0.42","2","","2.5","14032","14032","4","2.1","2,341","8","1","2","$294,000","21","Full","Awning, Deck, Garage Door Opener, Hot Tub, Partially Fenced Yard, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Indoor Pool, Leaded Glass - some, Natural Woodwork - some, Sump Pump, Two Story Foyer","1st Floor Master Bedroom, Foyer/Entry Hall, Great Room, Laundry-1st Floor","Shed","Crawl Space","","NEW","Clarence","$0","08/25/2015","09/29/2015","","06/23/2015","3","Concrete","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/20/2015","Exclusive Right To Sell","214","111","Neighborhood Street"
"1501","B468346","S","$357,000","$369,900","$357,000","8884 Connemara LN","0.42","2","","2.5","14032","14032","4","2.1","2,652","9","1","2","$338,000","10","Full","Garage Door Opener, Patio","Cathedral Ceiling, Circuit Breakers - Some, Drapes - Some, Sliding Glass Door, Sump Pump, Two Story Foyer","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room, Porch - Open","","Crawl Space","","NEW","Clarence","$0","05/26/2015","05/26/2015","","03/07/2015","26","Concrete","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/09/2015","Exclusive Right To Sell","227","88","Other - See Remarks"
